"route","ssnt","ssme","ssnti","ssmei"
"840_27_021",-1418.74824573718,-757.650173337329,-5611.45823322654,-5622.32192526698
"840_27_024",-860.187535885194,-590.842843443877,-3903.76771849118,-3909.74618753762
"840_27_026",-784.851910123822,-596.021803447451,-3572.51162816918,-3578.78960808101
"840_27_027",-1320.38023975537,-788.74744160935,-4259.55074882821,-4268.12328481543
"840_27_028",-1536.26225555038,-822.342280506336,-6165.55304064823,-6168.46418823968
"840_27_029",-1199.26832471119,-722.546362315668,-4086.47026943895,-4083.92197410403
"840_27_030",-1158.13591789728,-655.427369233577,-3678.37338546606,-3676.81828806203
"840_27_031",-880.463555091705,-610.585294308021,-2707.76109533355,-2704.96791493046
"840_27_033",-845.619163245254,-605.173832605192,-3538.68822375396,-3536.8007994736
"840_27_035",-982.242572936635,-629.711309508726,-3543.03850633996,-3538.26774442488
"840_27_036",-1364.77349053172,-814.415108787648,-5496.693364592,-5515.81419350386
"840_27_038",-1515.06601256635,-784.22625032734,-6318.8778514922,-6320.36852343166
"840_27_039",-926.074154510105,-610.13098475099,-4050.81603315676,-4044.93158263392
"840_27_040",-1299.31354242651,-691.351397294778,-3661.86266371919,-3658.58392195042
"840_27_041",-1160.79416919915,-773.143497976372,-4675.79332142102,-4683.43744679221
"840_27_044",-1144.12215065167,-694.84232801222,-3978.27488280173,-3979.08899159192
"840_27_045",-1232.32116048523,-753.570634183805,-4431.13605247839,-4425.10242236505
"840_27_046",-1080.91671541628,-598.236385181401,-3578.37569434482,-3574.44293532964
"840_27_048",-1520.89625575848,-783.456593323172,-4253.02471340403,-4251.4379832681
"840_27_049",-974.037084136811,-686.506365519731,-4655.18283034695,-4660.32690540911
"840_27_050",-1023.88358292905,-701.254375621534,-3895.48227211255,-3891.15323762569
"840_27_051",-1512.74239079763,-854.912005143819,-5465.05309879613,-5466.03659848439
"840_27_052",-1412.02341223484,-711.073998920995,-4702.27430357488,-4707.23620519551
"840_27_054",-981.476327575799,-714.223051155076,-3713.04261316174,-3725.99408659759
"840_27_057",-1452.88774374651,-797.220174677494,-6037.16773774295,-6040.94330903794
"840_27_112",-868.049907672533,-669.650918101532,-3090.39226530502,-3093.03462679153
"840_27_117",-923.735546079047,-587.692359189459,-3359.97550850773,-3367.32430220639
"840_27_155",-1274.2031218639,-708.699236098675,-3785.13719069117,-3788.06560030392
"840_27_156",-779.783072947467,-556.222790835381,-2449.06301550398,-2446.91528123434
"840_27_158",-960.619466188564,-548.597853426194,-2991.42381118005,-3003.76447356825
"840_27_304",-661.15152932147,-452.972955369896,-2355.56912793435,-2356.93720783417
"840_27_305",-930.113038462521,-577.054618841798,-3037.63662464588,-3034.78266558569
"840_27_307",-439.221124790049,-333.901776522189,-1618.49960584153,-1623.4064603183
"840_27_309",-1607.79250652212,-888.891712599658,-5163.79605979499,-5176.0993810297
"840_27_310",-1015.69717309423,-620.292981328504,-3750.90269691337,-3755.97563991936
"840_27_318",-900.33521497626,-567.807462297451,-3945.11347159528,-3949.27660014909
"840_27_321",-811.284212358693,-610.550810459452,-3843.80489600355,-3847.12358897272
"840_27_322",-774.042659675556,-550.656649104506,-2437.05120425796,-2439.00802994696
"840_27_325",-783.880631900247,-534.821261443131,-2579.60805750214,-2584.3271661378
"840_27_326",-706.04843688628,-529.753563249276,-2211.65774467094,-2215.54268697484
"840_27_327",-1285.65503300933,-792.324995082449,-4687.53911732683,-4699.28586494252
"840_27_329",-1419.32984078223,-759.943833280059,-4721.12500878711,-4712.42595857881
"840_27_331",-1646.17216715495,-722.533482071853,-4961.85768754943,-4954.97722548706
"840_27_332",-1115.8579469105,-616.795764512874,-4291.80572329496,-4299.76827871096
"840_27_333",-890.957573767847,-613.05183710379,-3598.2139965668,-3604.20912882195
"840_27_335",-686.844607579917,-534.853520352423,-2126.36540038655,-2125.7456244535
"840_33_001",-2253.17185821314,-1096.11198025307,-8674.62767536193,-8712.05700469668
"840_33_002",-933.558451693234,-533.202233115187,-2506.63677446046,-2513.31022869243
"840_33_003",-372.582749031735,-352.458646579342,-1485.42191293257,-1488.37224592064
"840_33_004",-1081.08077678714,-681.698196134006,-3414.90540281075,-3421.97522349482
"840_33_006",-1007.04347962303,-508.219491682286,-2802.35994094292,-2811.75771379926
"840_33_007",-724.906749955122,-342.146263117279,-1732.14325084596,-1739.57763713549
"840_33_008",-741.974212685191,-479.728078095652,-2162.55786881655,-2172.2173338977
"840_33_010",-1890.61869249535,-868.555520374083,-6500.57766652401,-6513.88756456298
"840_33_012",-1535.48724103859,-573.198996464368,-3668.10128251516,-3668.09347887533
"840_33_013",-607.465580361776,-446.744117732524,-1261.37585732348,-1271.78245889061
"840_33_014",-1665.11867197491,-754.826471959096,-6009.59249837095,-6018.19812137034
"840_33_015",-1006.33849569706,-441.455072069597,-3908.63044713882,-3923.54328112519
"840_33_016",-1187.25115051114,-659.979652923079,-3171.71068339126,-3174.23174910895
"840_33_017",-969.407578918,-487.056990906426,-5094.37364908084,-5102.80001296928
"840_33_018",-1096.58718282903,-652.426881694422,-2959.37362875695,-2965.91081968264
"840_33_020",-758.604120471584,-385.170973872043,-3437.43965405151,-3447.65872292308
"840_33_021",-974.344980681614,-486.751911220674,-3748.58456279146,-3755.82993713424
"840_33_022",-1210.64114630603,-509.697366395391,-6841.0645886732,-6851.17037434673
"840_33_023",-1008.05528683422,-692.327343650207,-2456.15850066513,-2460.49918177193
"840_33_025",-1691.25498407679,-800.34796320511,-4797.08704208573,-4802.19547755856
"840_33_027",-697.705893966439,-399.414278982771,-3546.77521060531,-3553.7854769044
"840_33_029",-996.054176272778,-667.030469367662,-2273.06343684072,-2279.05618507713
"840_33_109",-802.948070966805,-496.353082834418,-2167.49819994669,-2172.42876224813
"840_33_111",-1864.02813584029,-811.047459393222,-4759.31797253434,-4757.72502759442
"840_33_119",-1240.12443851134,-608.937193213824,-3227.85057448905,-3237.79568200048
"840_33_124",-1215.91025498789,-571.579697423925,-5649.75884070655,-5667.92974807383
"840_33_128",-1227.87712597121,-618.607625940414,-3240.5288678716,-3251.15070484442
"840_33_202",-424.130977690047,-310.471827573361,-1358.16583191015,-1360.1562117445
"840_33_204",-1203.1558367853,-700.662672453148,-4415.4206572283,-4421.24542349407
"840_33_207",-547.981972362828,-414.627029200098,-1266.81509535085,-1271.03322734825
"840_33_208",-480.520908062525,-411.247279117663,-1150.14381260484,-1158.66394274694
"840_33_209",-295.618020588541,-265.897718410007,-1101.11721259902,-1101.90577067483
"840_33_211",-1403.70995242016,-740.981854757869,-5480.96608949013,-5495.82758249749
"840_33_212",-501.440147840048,-378.381144097324,-1138.1276841425,-1138.13700213789
"840_33_213",-829.873425796342,-426.52498116515,-2791.57571364117,-2802.80401985765
"840_33_214",-1607.2577757773,-763.533614154999,-12384.4942958704,-12418.2352043037
"840_33_217",-743.157334714623,-483.079854465578,-2426.026549709,-2431.043742784
"840_33_218",-1762.66820512194,-921.457428441948,-4137.46409770298,-4150.42874046592
"840_33_219",-1326.19947646475,-716.991597885043,-4797.96861674128,-4807.00206931896
"840_33_220",-284.811224581336,-167.695437250855,-1875.59902465041,-1881.29506944357
"840_33_221",-1330.0659731346,-601.836236127434,-8251.29309371424,-8263.50341836419
"840_33_222",-1634.45869864529,-701.184372330608,-5594.91498540245,-5606.80461689919
"840_33_223",-670.624386465988,-494.028410393903,-2269.59184622654,-2270.71697448106
"840_33_224",-354.218158152628,-245.898538481995,-2145.68844431069,-2156.62721007379
"840_33_226",-1072.90705824369,-519.986974046561,-3438.12102654918,-3448.92672635765
"840_33_227",-887.500627910036,-475.335117942852,-3330.84278816562,-3339.24500823518
"840_33_228",-1306.94383172637,-568.881998641541,-4746.9188113295,-4757.20030874253
"840_34_001",-2828.68282636461,-789.322710543959,-9845.47270354728,-9863.00188439724
"840_34_002",-1391.15815424387,-787.894585849372,-5937.06307407502,-5954.45391809016
"840_34_003",-1229.08468200401,-607.237896322788,-4938.72452552492,-4944.65787244628
"840_34_007",-942.544277077607,-653.246451506895,-6895.41916711022,-6919.41365604461
"840_34_008",-821.301937477865,-530.741833122974,-3371.2970745361,-3389.16727786787
"840_34_010",-1965.35792094568,-891.74209548396,-9027.21812459067,-9050.56811422131
"840_34_012",-1194.22470067393,-558.93100273282,-5015.43540622491,-5038.80209363468
"840_34_013",-920.464465787548,-527.957190865593,-8963.02992602816,-8972.79126350657
"840_34_014",-2524.79035590171,-809.606435635265,-9132.91740893333,-9151.55416104357
"840_34_015",-462.660871220849,-337.243396273891,-3295.71797854611,-3296.8062130733
"840_34_016",-870.878924695268,-664.702196994253,-5445.44536165962,-5468.56032271046
"840_34_017",-1931.50289961549,-707.845903589148,-9810.78394248128,-9828.84601083032
"840_34_019",-1224.32833650625,-719.421198485144,-4929.50847272963,-4945.90381332258
"840_34_020",-1024.25003218464,-633.525559218421,-4462.84360993645,-4480.94282522646
"840_34_022",-1784.51795072969,-802.876863115607,-6429.72414793983,-6447.86289540028
"840_34_023",-841.376851067857,-620.908004241106,-4436.86092859623,-4454.80628137056
"840_34_024",-574.081178683373,-411.547474447474,-2581.09241508717,-2592.88421735589
"840_34_025",-1154.62318078514,-710.297888692159,-6243.53097165906,-6272.80516549308
"840_34_026",-822.153202616493,-627.304035969502,-4617.06636875057,-4627.05524471739
"840_34_027",-680.255429822433,-592.867080763461,-4000.57219762576,-4022.67066031703
"840_34_028",-748.128342361439,-475.040397366614,-4676.96560395783,-4690.67553097342
"840_34_029",-824.260835801767,-500.911157585759,-4090.47655768237,-4099.72365149332
"840_34_030",-976.259120972268,-613.447287036346,-8036.68783452023,-8062.01802545669
"840_34_031",-633.877245327421,-455.592740018021,-5205.64641997804,-5228.10595498838
"840_34_032",-829.412970097816,-509.864253888848,-5384.18459544171,-5408.05253957241
"840_34_034",-1095.7609780116,-650.557578977412,-6737.41368724376,-6760.79127096524
"840_34_036",-1146.33261137006,-644.290718216197,-4349.36330585473,-4356.22734827182
"840_34_038",-766.187756714616,-655.885705240918,-3500.05687888137,-3513.69210427672
"840_34_041",-1061.56636934563,-574.274646912254,-3943.3653772595,-3959.01304523142
"840_34_042",-640.534206308547,-452.435573893976,-4140.25818436149,-4154.28200124816
"840_34_043",-1075.06005431436,-671.434390766676,-5886.36174472164,-5910.2858064644
"840_34_044",-548.709120271908,-408.397917969418,-3126.81439150495,-3132.4296746658
"840_34_046",-1342.31811332465,-821.839951219574,-5769.46831229856,-5776.69421476394
"840_34_047",-827.533059427889,-549.790348179274,-5168.95882617775,-5194.5719447297
"840_34_048",-1203.59856186088,-728.340796596729,-7252.60537835048,-7260.14586129608
"840_34_049",-1851.33031980424,-975.151245933935,-8447.92697177586,-8471.27335340177
"840_34_050",-1601.76891361728,-952.531713807103,-5804.8468041349,-5823.0693517005
"840_34_051",-2049.36831431905,-961.413568909169,-14572.4994389088,-14627.7951764391
"840_34_052",-2004.23932555,-931.70280176746,-7669.70804502944,-7687.73698748629
"840_34_053",-2999.18124794188,-1034.33615697674,-19463.7831253633,-19530.8746155327
"840_34_054",-814.064739836244,-677.68407684457,-4052.30525196255,-4067.92302657038
"840_34_055",-1132.00327105981,-741.627667914737,-7820.14405609709,-7843.75480573848
"840_34_056",-1089.84905938151,-792.645577711844,-4911.13644069631,-4927.50824358593
"840_34_057",-1021.38280687203,-757.746315101246,-6423.10212431739,-6450.71000655897
"840_34_058",-773.13861454073,-627.888908675456,-3076.90038490761,-3082.02023095665
"840_34_059",-1139.24321892278,-741.959498536011,-4457.86799617069,-4466.98210341722
"840_34_060",-1177.68428848361,-723.074926569779,-4381.97496196229,-4386.07349367918
"840_34_061",-1085.11708111335,-695.34879949083,-4002.24566195759,-4008.75162862677
"840_34_062",-1427.58839712997,-792.737914002048,-5080.81388833978,-5081.47237020592
"840_34_063",-1180.28577235876,-699.978051295812,-4006.14039364617,-4022.50260477055
"840_34_065",-1034.04092680552,-649.474365935071,-5372.48118238316,-5385.93956841318
"840_34_066",-883.392852550582,-621.253930967178,-4332.95770534774,-4344.33624531323
"840_34_067",-979.601127222883,-632.039224746135,-3620.37540053708,-3635.85607208569
"840_34_069",-852.653846400468,-603.509301551084,-4833.69912554212,-4853.68613553314
"840_34_070",-885.689900223311,-667.529300385915,-3525.39791961308,-3541.91596564015
"840_34_071",-893.094455317234,-666.002863446838,-3402.29225611528,-3415.63717657307
"840_34_072",-774.618777311918,-586.63871580132,-4540.39855546575,-4563.26182369409
"840_34_074",-1814.4563212583,-822.512488369591,-7979.77814244939,-7991.156118704
"840_34_075",-1055.48603281231,-593.102637371452,-4271.86169943256,-4290.3513506132
"840_34_076",-875.384824849383,-644.957129934658,-5493.01750512101,-5511.54634973402
"840_34_077",-1358.20265073584,-701.379400052048,-4823.27262302156,-4828.27200487177
"840_34_078",-638.786369327883,-576.202797523642,-7572.83495071789,-7621.96380717214
"840_34_079",-1048.46763691054,-664.83568225697,-3691.723160284,-3700.61793692722
"840_34_080",-1434.33129421547,-824.630708122877,-4990.41959926536,-4985.45276355994
"840_34_081",-1152.93282913664,-653.571068809769,-3133.02962402906,-3132.14544216016
"840_34_135",-1552.4852640382,-805.642204361902,-5346.64566972413,-5360.95179187711
"840_34_301",-1181.64352447253,-763.342033447945,-5934.41706302451,-5946.41757379024
"840_34_302",-2580.20543690126,-942.821119320252,-10025.2857620105,-10045.2171230779
"840_34_304",-768.34498738603,-609.360214066242,-4221.70652024441,-4233.86730874677
"840_34_305",-1220.69656844202,-555.785744005805,-5496.97714569523,-5503.54968819978
"840_34_306",-1420.13951181568,-737.128993951675,-6175.3541632388,-6208.47157285892
"840_34_307",-1537.51772835659,-762.175155011489,-6177.52804497033,-6197.34728931122
"840_34_308",-750.833413325471,-549.075996749408,-5544.18007109184,-5565.17328510159
"840_34_309",-1490.33535227383,-662.124608882188,-8456.04795288582,-8479.14684869487
"840_34_310",-2653.36375011242,-902.046771246705,-9655.93180059484,-9690.84085332706
"840_34_311",-1531.15362950225,-852.900003186629,-5367.77896358208,-5373.33843053081
"840_34_312",-1058.3159080161,-671.856751515404,-4357.42197192767,-4365.73563654918
"840_34_313",-368.664869727661,-282.490637966307,-1978.9984677265,-1986.52484963892
"840_34_314",-900.588664752826,-641.656010644248,-4078.82666190304,-4104.20955286657
"840_34_316",-2052.14511267958,-1032.06183433405,-10765.6999285708,-10801.7274645719
"840_34_317",-2274.52743762109,-902.541903947724,-9094.36553600344,-9108.4995791717
"840_34_318",-933.005447592205,-717.412637794317,-5623.90101281058,-5630.49427441086
"840_34_319",-1223.46408495387,-723.980199967985,-4539.95957263126,-4544.35539340504
"840_35_002",-1057.61214520369,-684.903974308177,-5784.58252536355,-5797.40491111304
"840_35_004",-1704.72012396492,-715.540866068289,-6329.37830109356,-6342.71634735593
"840_35_005",-1418.52125052651,-749.187627294001,-6350.4069329439,-6360.23326714502
"840_35_006",-1108.72077807996,-554.04285717916,-4053.74280534727,-4070.33301199024
"840_35_009",-2489.61074429106,-878.576351312081,-7386.48570245271,-7400.07305584693
"840_35_010",-1353.59334749425,-732.083975151959,-6457.56307425573,-6479.54006551062
"840_35_011",-1258.80037381148,-708.233229591665,-5805.70672624364,-5829.87378792284
"840_35_012",-2147.82216467056,-799.428059711957,-7782.00789438028,-7798.38354428299
"840_35_013",-1121.68567695764,-810.261303764066,-5965.23842986347,-5979.22704162835
"840_35_014",-1724.64531691971,-841.889602776744,-7361.34049372884,-7391.04541135749
"840_35_016",-952.154570948226,-567.741593223754,-5158.32585003315,-5172.74496082938
"840_35_019",-1642.71233906103,-874.706631236114,-9610.35150093051,-9643.47132138701
"840_35_020",-672.664121561755,-513.770715140134,-3228.90296690235,-3237.52964329021
"840_35_021",-1071.136942887,-739.563365508092,-4188.40473185887,-4193.16454187041
"840_35_022",-1088.4703155485,-716.545898204692,-5307.48208342485,-5324.5798369586
"840_35_023",-1334.46503666269,-734.694884803132,-3370.22173463828,-3357.20335104479
"840_35_026",-1315.71298472771,-815.647135375592,-7979.83464584671,-7988.32166146635
"840_35_028",-1463.52419733471,-689.454125195064,-6939.90608492642,-6958.38665340466
"840_35_034",-1220.1699392495,-774.244876186726,-5515.35555773219,-5529.40915148132
"840_35_035",-1952.92379332085,-996.907059757357,-6937.4726831106,-6938.09737033004
